title,label
여기는 자리가 2층에 없어요?,39
네 지하에 주차했어요,22
시럽은 어디에 있어요?,57
물은 어디 있어요?,54
카페라테 따뜻한 거 한 잔 주문 여기서 해요?,54
네 카페라테 한 잔에 샷 한 번 들어가요?,42
저지방 우유로 넣어주실 수 있어요?,11
건물 밑 주차장에 주차했는데 괜찮아요?,44
시럽은 어디서 넣어요?,57
한 번만 좀 넣어주세요,54
카페라테 아이스 괜찮았는데 따뜻한 거랑 맛이 다를 때가 있던데 똑같은 거 맞아요?,39
카페라테 아이스로,11
쿠폰 같은 거 있어요?,0
네 블랙퍼스트 티 라테가 뭐예요?,2
갈릭 허니 브레드 위에는 뭐 얹어놨어요?,11
밑에 아이스 허니브레드?,11
아이스크림 있는 저 와플은 두 명 정도 먹을 수 있겠네요,42
아줌마들 한 일곱 명에서 여덟 명이 모임할건데 미리 예약 안해도 되겠죠?,11
아직 정해지진 않아서 잘 모르겠고 여기 시럽 한 번만 놔줄래요?,73
솔트 치즈 라테 이거는 뭐예요?,39
따뜻한 음료에요?,11
연유라테도 좀 달작한거겠네,11
카페라테 따뜻하게 한 잔 주세요,11
작은 사이즈로 주세요,0
네 샷은 원샷?,0
츄러스는 바로 구워서 주는 거예요?,11
자리는 아무 데나 앉아도 돼요?,11
라떼인가 있는 것 같던데,72
근데 일반 라떼 다른 데랑 똑같은 거예요?,42
난 약간 고소한 맛을 좋아하는데 뭐가 좋아요?,11
아이스 라떼로 주세요,8
영수증만 주세요,0
적립하면 뭐 있나요?,4
마카롱 가격은 개당 가격인가요?,2
여기 시럽은 어딨어요?,24
물티슈도 하나 줄 수 있어요?,54
에스프레소 콘파냐는 뭐예요?,46
딸기 프로티펀치는 뭐예요?,11
딸기 주스는 뭐예요?,11
딸기 주스 하나 주세요,11
네 그렇게 해주세요,0
네 해피 포인트 적립해주세요,0
치킨 살사 샌드위치는 2인용인가요?,4
마시는 물은 어디 있죠?,11
조금 전에 영수증을 안 받은 것 같은데요,54
조각 케이크 포장해갈 수 있어요?,47
얼그레이 다쿠아즈 케이크는 맛이 뭐예요?,38
에스프레소는 커피 맛이 들어가 있겠네요?,11
뭐드러갔슈는 뭐예요?,11
추천해주고 싶은 거 어떤 거예요?,11
슈 케이크 포장되죠?,8
슈 케이크 얼마에요?,38
보관은 냉장 보관하는 거죠?,24
커피도 맛있어요?,104
둘이 왔는데 한 잔만 좀 시켜도 돼요?,11
스페셜티 블랜디드  원두는 뭐예요?,42
아이스 아메리카노 한 잔이랑 라떼 따뜻하게 한 잔 주세요,11
죄송한데 영수증을 따로 좀 끊어 줄 수도 있나요?,0
시럽은 뭘 쓰면 돼요?,47
몇 시에 문 닫아요?,39
아침에는 몇 시에 열어요?,33
냅킨 가져가도 되죠?,33
양이 너무 많아서 그런데 혹시 테이크아웃 잔으로 옮겨줄 수 있어요?,46
샌드위치는 직접 만들어서 다 주는 거예요?,38
샌드위치 데워 줘요?,11
카푸치노랑 라떼랑 뭐가 틀려요?,11
카푸치노 하나랑 라떼 하나랑 따뜻한 걸로 주세요,11
평일날에 몇 시에 문 열어요?,0
샌드위치 포장도 되죠?,33
화장실은 어디에요?,38
키 가지고 가야 돼요?,10
빈 그릇 두고 가면 돼요?,82
아이스 라떼 하나요,102
가져갈 거예요,0
더치커피 파나요?,26
레몬 차하고 오미자차 직접 만들은 수제에요?,42
블루베리 페퍼민트는 차 종류에요?,11
시럽 한 번만 넣어주세요,11
우유는 항상 매일 우유만 넣어요?,39
카페 비엔나는 뭐예요?,11
베이커리 종류는 없네요,11
빵은 직접 구워요?,11
커피 샷이  원샷이에요?,11
스팀 밀크는 따뜻한 그냥 우유죠?,11
샷 추가가 따로 있네요?,11
아포카토도 커피에요?,11
휴무날은 없어요?,11
영수증 좀 주세요,92
카카오 페이도 다 되나 봐요?,47
생아메리카노는 뭐예요?,31
생아메리카노는 에스프레소가 아니라는 얘기죠?,11
생아메리카노 한 잔 좀 주세요,11
둘이 와서 한 잔 시키는 건 되나요?,0
바닐라 보들라떼가 뭐예요?,42
휴무는 언제예요?,11
아이스 시킨다는 게 깜빡했다,92
얼음 좀 많이 넣어주시면 안 될까요?,56
시럽 한 번 넣어줄 수 있어요?,52
아메리카노 아이스 한 잔만 줄 수 있어요?,39
얼그레이는 뭐예요?,0
단백질 바나나 쉐이크는 단백질 파우더 넣어줘요?,11
츄러스는 직접 해요?,11
화장실 좀 이용할 수 있어요?,11
일요일은 안 하죠?,105
시럽 한 번만 좀 넣어줄 수 있어요?,92
카푸치노 주세요,39
네 카푸치노 따뜻하게 주세요,0
시럽 조금만 넣어주세요,0
라떼는 뭐를 라떼라고 해요?,0
카페라떼 한 잔 주시겠어요?,11
네 따뜻한 거 주세요,0
네 먹고 가려고요,0
시럽 안 넣을거에요,26
영수증 주세요,0
만 원 드릴게요,4
현금영수증 되나요?,4
일요일에도 열어요?,3
몇 시에 문 열어요?,92
문은 몇 시에 닫아요?,33
조각 케이크 머핀은 여기서 만드는 건 아니지요?,33
카페라떼가 우유만 섞어주는 거 아니에요?,11
카페라떼는 사천 백 원인가요?,11
라떼 하나 주세요,24
네 따뜻한 거로 주세요,0
자몽티 따뜻한 거 얼마에요?,0
카페 모카는 뭐예요?,24
영수증은요?,11
네 영수증 주세요,47
종이컵 하나 주실 수는 없어요?,4
자몽을 금방 갈은 거예요?,96
커피를 먹으면 잠이 안 오는데 따뜻한 차는 뭐가 괜찮겠어요?,11
레몬과 유자차 중 뭐가 나을까요?,8
레몬 차 한 잔 주세요,8
레몬 차는 직접 담갔어요?,0
레몬 차는 가루로 타주는 거예요?,11
레몬 차는 직접 만드신 건 아니죠?,11
직접 만든 차는 뭐가 있어요?,11
루이보스 크림티 저건 뭔데요?,11
루이보스 크림티는 달아요?,11
레몬 민트티는 뭐예요?,11
라떼 한 잔 주세요,11
네 따뜻한 라떼 주세요,0
해피 포인트 전화번호로 적립 돼요?,0
현금 영수증 해주세요,2
빨대는 안 줘요?,3
순수 에이드 주세요,89
오렌지로 하나 주세요,0
쿠폰 집에 있어요,11
커피 말고는 뭐가 괜찮아요?,4
허브티 주세요,8
허브티 시원한 건 없어요?,0
케모마일 차갑게 주세요,42
네 먹고 가려고요,0
테이크아웃하면 싸나요?,26
차는 아무 데나 대도 돼요?,59
머랭은 안 파세요?,57
스무디는 뭐가 잘 나가요?,42
아이스 아메리카노 하나하고 딸기 요거트 하나 주세요,8
딸기 요거트는 냉동 딸기죠?,0
프랜차이즈에요?,11
차 갖고 오면 잠깐 세워놔도 괜찮나요?,94
치즈빵 맛있어요?,57
꽈배기는 어떤 게 잘 나가요?,11
두 개 중에서는 어떤 게 잘 나가요?,8
커피도 팔죠?,8
아메리카노는 얼마씩 해요?,42
딸기잼 직접 만든 거예요?,24
머스켓은 얼마에요?,11
커피는 뭐가 잘 나가요?,24
아메리카노 따뜻한 거 하나 주세요,8
차 종류는 뭐 있어요?,0
화장실은 어디 있어요?,11
좀 덜 단 게 바닐라 라떼에요?,10
카페라떼가 좀 덜 달죠?,11
얼그레이 따뜻하게 에스프레소 카페라떼 그렇게 세 잔이요,11
차 대는 데는 없죠?,0
뜨거운 물 좀 주세요,57
아가씨 커피 어떤 게 잘 나가요?,66
아메리카노 한 잔 주세요,8
빵은 직접 만든거예요?,0
빵은 뭐가 잘 나가요?,11
아이스커피 중에서는 어떤 게 잘 나가요?,8
아메리카노 아이스 하나 주세요,8
레귤러는 얼마에요?,0
빵 종류는 없어요?,24
영수증 하나 주세요,42
얼음 너무 많이 넣지 마세요,47
아가씨 라떼 중에서는 따뜻한 거 뭐가 잘 나가요?,32
바닐라 라떼는 달죠?,8
덜 단 거는요?,11
그냥 라떼는 얼마에요?,8
쿠키는 직접 구운거 아니죠?,24
사장님 핸드드립은 직접 뽑는 거에요?,11
아이스 커피로 천천히 해주세요,11
아메리카노 말고 뭐가 잘나가요?,0
라떼는 무슨 라떼가 잘 나가요?,8
아이스로 먹으려면 아메리카노 먹어야 되죠?,8
저는 아이스 아메리카노 한 잔 주세요,11
휴지는 어디있죠?,0
커피 뭐가 잘 나가요?,54
따뜻한 아메리카노 얼마에요?,8
아메리카노 한 잔 하고 오리지날 프레즐 하나 주세요,24
오리지날 프레즐 다 팔렸어요?,0
그럼 놔두고 따뜻한 아메리카노만 주세요,42
이거 커피콩알은 직접 만드는 거에요?,0
속 안에 들어가는 건 없어요?,11
따뜻한 아메리카노 한 잔 주세요,11
네 아메리카노 마시고 갈거에요,0
밀크티는 어떤 걸로 만드는 거에요?,26
성분이 홍차인지 아니면 뭐에요?,11
밀크티에 우유를 넣는게 아니에요?,11
더치 커피는 직접 내리시는 거에요?,11
이게 더치 커피 오백미리에요?,11
아메리카노 따뜻한 거 있죠?,11
아메리카노 따뜻한 거 하나 주시고 바닐라 라떼는 어떤 거에요?,42
바닐라 라떼 하나 주세요,11
네 라지하고 사이즈가 어느 정도 차이나요?,0
이게 제일 큰 사이즈에요?,28
아메리카노는 라지로 주시고 바닐라 라떼는 레귤러로 주세요,28
네 테이크 아웃이요,28
네 영수증 주세요,26
말차 카페 라떼가 뭐에요?,4
말차가 뭔데요?,11
아몬드 카페 라떼 하나하고 아메리카노 하나 밀크티 라떼 따뜻한 거 한 잔이요,11
십프로 할인해주세요,0
먹다가 남으면 테이크 아웃 해주시는거죠?,13
저긴 찬 물인데 따뜻한 물 좀 주세요,38
아가씨 치즈폼 딥초코 스무디는 어떤 재료가 들어가요?,66
치즈폼 딥초코 스무디는 부드러워요?,11
치즈폼 자체가 좀 달아요?,11
쟈스민 그린티는 뭐에요?,11
블랙티는 뭐에요?,11
그것도 홍차에 펄 넣어서 주는거에요?,11
블랙 밀크티는 뭐에요?,11
블랙 밀크티도 맛 조절이 가능해요?,11
블랙 밀크티는 그럼 따뜻하게는 안돼요?,11
그럼 블랙 밀크티 주세요,11
펄 있는 블랙 밀크티로 하면 얼마에요?,0
큰 사이즈는 안돼요?,24
그럼 블랙 밀크티 큰 사이즈로 하나 주세요,28
네 따뜻하게 해주세요,28
당도는 삼십정도 해주세요,0
네 있습니다,0
네 적립합니다,4
많이 뜨거운가요?,4
카라멜 마끼아또는 어떤거에요?,72
우유가 많이 들어가나요?,11
그러면 커피는 몇 개 정도 들어가요?,11
커피 단정도는 어때요?,11
그럼 따뜻한 아메리카노 한 잔 주시는데 투샷이에요?,11
요기 만약 텀블러에 하면 어떻게 되죠?,11
텀블러에 담으면 몇 그램 들어가요?,30
컵으로 했을 때는 몇 그램 나오는데요?,72
카라멜 마끼아또 텀블러에 담아주세요,72
네 영수증 주세요,1
커피에 시나몬 좀 뿌려주세요,4
따뜻한 아메리카노 샷 몇 개 들어가죠?,40
여기 더치 커피도 직접 내려요?,11
이 커피 용량 몇 미리 짜리에요?,11
용량 더 큰거는 안나오나요?,11
저 물이랑 시럽 좀 더 부어주세요,11
바닐라 라떼는 어떤가요?,40
그러면 그냥 아메리카노로 하나 주세요,11
네 여기서 마시고 가려구요,0
커피 연하게 해주세요,26
커피 연하게 하는 거는 샷이 몇 개 들어가요?,32
여기 T멤버쉽 있으면 할인되요?,11
음료 다 못먹으면 테이크 아웃도 해주시죠?,5
라떼 중에 덜달고 순한게 있나요?,38
우유는 싫어하는데 라떼 종류는 다 그래요?,11
아메리카노 한 잔 주시고 개인 텀블러에 담으면 할인 되나요?,11
아메리카노에 물 많이 넣어서 좀 연하게 해주세요,30
근데 카드로 결제해도 되나요?,19
영수증 좀 주세요,53
아메리카노는 원래 샷이 몇 개에요?,47
그러면 아메리카노 원샷으로 주세요,11
네 따뜻한 아메리카노 한 잔 주세요,0
연유라떼는 뭐에요?,0
연유라는게 우리가 빙수에 뿌려먹는 연유 그거 말하는 거에요?,11
연유랑 커피가 잘 어울려요?,11
사장님 여기 와이파이는 안되나요?,11
와이파이 비밀번호가 어떻게 되죠?,15
프라페는 차가운 거에요?,15
밤라떼는 밤이 들어가요?,11
여기는 밤 자체를 그냥 넣으시는거에요?,11
그럼 밤라떼 하나 주세요,11
카드로 계산 해도 되나요?,0
그러면 여기는 생과일 주스 이런 것도 전부 생과일 갈아서 하시겠네요?,53
쿠폰 하나 만들어주세요,11
쿠폰은 몇 개 먹어야 한 잔 주고 이런거에요?,2
가격 상관없이 아무 커피나요?,2
블랙화이트는 뭐에요?,2
그러면 블랙화이트는 단 것이 아예 안들어가는거에요?,11
블랙화이트도 사이즈가 있어요?,11
그러면 카페라떼 하나 주시고 설탕은 추가로 해야되나요?,11
설탕 많이는 넣지 말고 조금만 넣어주세요,11
제가 설탕 조절해야돼요?,0
그러면 설탕 따로 주세요,39
네 라떼 따뜻한 거 한 잔 맞습니다,39
아니요 가지고 갈게요,0
여기는 할인되거나 할인되는 카드는 없어요?,26
영수증 좀 주세요,59
여기 설탕 얼마나 넣어야 되나요?,47
설탕말고 시럽은 없어요?,72
따뜻한 라떼에 시럽보다 설탕이 나아요?,72
홍시 스무디 있나요?,72
홍시 스무디 왜 안되나요?,42
홍시가 없는거에요?,42
홍시 스무디가 잘나가나봐요?,42
그러면 아메리카노 한 잔 주세요,42
네 따뜻한 아메리카노 맞아요,0
샷은 몇 개 들어가죠?,0
시럽은 얼마나 들어가나요?,11
여기 와이파이 되나요?,11
와이파이 비밀번호 알려주세요,15
와이파이 개방형인가요?,15
화이트 카페모카는 많이 달아요?,15
화이트초코요?,11
그럼 많이 달겠네요?,11
비엔나 커피도 달아요?,11
그럼 비엔나 커피 하나 주세요,11
커피 차가운 것도 되나요?,0
얼음 좀 작게 넣어주세요,42
따뜻한 비엔나 커피는 많이 안 달아요?,52
혹시 그 위에 다가 시나몬 가루 좀 뿌려주실 수 있나요?,11
여기 혹시 와이파이 되나요?,42
모히또는 어떤 거에요?,15
약간 톡 쏘는 그런거에요?,11
그러면 클랜즈는 뭐에요?,11
클랜즈는 그럼 생과일로 직접 짜서 주는거에요?,11
플레인 요거트도 포장 가능해요?,11
그러면 플레인 요거트 하나 주시는데 많이 안달죠?,38
네 아이스 제품인거 알고 있습니다,11
리얼 쇼콜라는 뭐에요?,0
아메리카노로 하나 주세요,11
예 먹고 가려구요,0
할인되는 카드 그런건 없어요?,26
쿠키는 여기서 직접 만드나요?,59
아메리카노 테이크 아웃으로 좀 해주세요,11
영수증도 같이 부탁드려요,26
오트밀 라떼는 뭐 들어가는거에요?,47
오트밀 라떼도 차가운 건가요?,11
그러면 단 정도는 어때요?,11
그러면 원래 오트밀 라떼 자체가 좀 단 거에요?,11
오트밀 라떼 크기 조절 가능해요?,11
오트밀 라떼 한 잔 주세요,28
네 따뜻한 오트밀 라떼 부탁드릴게요,0
여긴 몇 시에 문열어요?,0
저기 앉아서 먹을 수도 있나요?,33
여기는 주문한 다음에 2층 가서 마셔야 되나봐요?,49
목이 지금 칼칼하면서 안 좋은데 어떤 거 마시면 좋을까요?,49
페퍼민트 허브티로 하나 주세요,8
아니요 없는데 하나 만들면 뭐 있나요?,0
네 적립번호 만들어주세요,2
네 이 카드로 결제해주세요,4
음료 받아서 올라가야되나요?,4
여기 혹시 와이파이 되나요?,72
카페라떼 따뜻한 거 하나 주세요,15
아니요 텀블러 가져오면 텀블러에 담아주시나요?,0
양 조금 더 주고 그런거 있어요?,1
적립은 되는가요?,72
쿠폰 10개 찍어야 회원증 발급되요?,2
라떼 따뜻한 거 테이크아웃으로 한 잔 주세요,2
네 쿠폰 찍어주세요,0
네 영수증 주세요,4
라떼 하나 주세요,0
네 여기는 우유는 뭘로 써요?,0
여기 체인점이에요?,11
예전에는 체인점이였어요?,94
원두를 다른데서 받아오시는데가 있어가지고 카페 운영 하는거에요?,94
어디꺼 쓰시는데요?,72
제 친구도 커피숍 하는데 대부분 여러가지 섞어서 한다고 하는데 맞나요?,72
텀블러 갖고오면 거기 담아 주시죠?,72
라떼 하나 얼마에요?,1
따뜻한 라떼 하나 주시고 여기 적립카드 있어요?,24
네 쿠폰 같은거요,2
쿠폰 하나 주시겠어요?,4
쿠폰은 어떻게 하면 되는거죠?,2
여기 혹시 카카오페이 결제도 되는가요?,2
진하게 먹으려면 샷 추가 하는 거에요?,31
휴지 좀 가져가도 되는거죠?,11
라떼 진하게 먹으려면 샷을 추가하는 거에요?,46
그러면 조금 진하게 라떼 따뜻한 거 한 잔 주세요,11
아니요 먹고 갈 거에요,0
카카오페이 결제도 되는가요?,26
어느정도 기다리면 되나요?,31
제가 시간이 없어 그러는데 커피를 제가 가지고 다니는 텀블러에 담아 주시겠습니까?,27
아메리카노 한 잔 주시겠어요?,1
네 마시고 가려구요,0
카페 콤파냐는 뭐에요?,26
생크림은 시중에서 파는 제품으로 하시는거에요?,11
그냥 아메리카노 따뜻한 걸로 한 잔 주시고 농도 조절 할 수 있나요?,11
네 그냥 농도는 기본으로 해주세요,32
혹시 와이파이 비밀번호 여기 있습니까?,32
화장실은 어디 있어요?,15
이 과자는 뭐에요?,10
죄송한데 물 좀 한 잔 주시겠어요?,11
아침에는 몇 시에 문 열어요?,66
저녁에는 몇 시에 문 닫아요?,33
치즈케잌 없어요?,33
생크림 소프트 쉬폰 이거는 무슨 맛이에요?,42
스타벅스에 그런 빵하고 비슷한가요?,11
생크림 소프트 쉬폰 이거 하나 주세요,11
아니요 빵 포장해주세요,0
여기는 할인이나 적립되는 카드 뭐죠?,26
빵 세 시간에서 네 시간 있다가 먹으려면 보관은 어떻게 해야돼요?,2
포장이라도 기다려야돼요?,104
혹시 물티슈 줄 수 있어요?,27
물티슈도 두 개 주세요,109
원조커피가 뭐에요?,109
아이스크림도 있어요?,11
소프트 아이스크림이 1500원인데 카라멜 추가하면 500원더 추가되나요?,11
노말한 아이스크림이 뭐에요?,24
아메리카노 한 잔 주세요,11
네 티머니로 결제도 돼요?,0
적립이나 할인은 없나요?,53
영수증 주시고 샷은 몇 개에요?,2
하나만 해주세요,11
뜨거워서 그런데 얼음 3개만 넣어주세요,19
이게 몇 미리에요?,79
작은 사이즈 나왔으면 좋겠습니다,25
종이 빨대 있어요?,28
테이크아웃하면 2000원 되어있는데 맞아요?,89
네,24
생크림 카스텔라 스타벅스에 파는거랑 비슷한거에요?,24
하나 포장 가능한가요?,11
포장 부탁드릴게요,38
예,26
돌체라떼는 뭐에요?,26
진짜딸기우유라고하는거는 여기서 만든거에요?,11
한 병에 얼마에요?,11
자몽청도 여기서 만든거에요?,24
자몽청 이거는 그냥 따뜻한 물에 차처럼 타먹어도 되는거죠?,11
테이크아웃 되죠?,11
아이스 아메리카노 더치커피랑 아메리카노 맛이 많이 틀리나요?,38
아이스 아메리카노 한 잔 주세요,11
몇 시에 문열어요?,0
시럽 한 번만 넣어주세요,33
커피 지금 먹을 수 있나요?,39
사장님 여기 2층에도 해요?,42
라떼 한 잔 살게요,45
아니요 시원한거요,0
멤버십 같은 거 있나요?,0
아니요 괜찮습니다,2
네 영수증 좀 주세요,2
스파클링에이드 많이 달아요?,47
망고들어간거요,11
시럽은 어디있어요?,11
종이컵에 물 한 컵 얻어가도 될까요?,39
플랜클링 이거 탄산들어있는거에요?,66
많이 달아요?,11
플랜클링레몬 하나 주세요,11
씨제이카드 있으면 적립되나요?,0
저쪽에 있는건 아이스크림이죠?,2
얼음은 그냥 무료로 주시나요?,11
여기 몇 시까지해요?,79
여기 시원한게 뭐 어떤게 있죠?,33
아니요 커피말구요,11
아이스 아메리카노는 얼마에요?,11
두 개 주세요,24
저 베이글은 뭐 발라서 주는거에요?,0
그럼 바르는 소스는 따로 없는거에요?,11
여기서 데워서 주는거에요?,11
아이스아메리카노 두 개만 주세요,7
아뇨 뜨거운 물 놔두고 아이스아메리카노만 주세요,0
네 화장실 어디있나요?,0
여기 주차권은 무료되나요?,10
휴지는 어딨어요?,78
여기 생과일 주스는 뭐가 있어요?,46
차 종류는 이거에요?,11
바나나주스는 어떻게 만드는거에요?,11
너무 달진 않아요?,11
시럽을 많이 넣어서 그래요?,11
에스프레소 콘파냐는 뭐에요?,11
토마토주스 작은 거 되나요?,11
토마토주스 너무 달게하진 말고 하나 주세요,42
네 먹고갈께요,0
카드되죠?,26
영수증 주세요,53
이거 먹다가 테이크아웃되나요?,47
자몽주스하고 자몽에이드는 뭐가 차이점이에요?,38
자몽주스는 그냥 자몽 생으로 가는 거에요?,11
여기 앉을까요?,11
에그햄머핀은 양이 많아요?,22
민트라떼는 어떤거에요?,11
라떼면 우유들어가요?,11
많이 달아요?,11
카페라떼 한 잔 주세요,11
네 루이보스 바닐라도 루이보스랑 바닐라 두 개가 합쳐진거에요?,0
레귤러가 제일 작은거에요?,11
네,28
네,28
네 카푸치노 한 개 카페라떼로 바꿀 수 있나요?,26
여기 식사도 있나 봐요?,56
내맘대로 커피는 샷을 조절 할 수 있는거에요?,11
여기 복지카드 할인되죠?,11
멤버십 VIP고객은 안 되는 거에요?,59
카푸치노가 좀 쓰나요?,59
부드럽게 할 수 있나요?,11
원래는 투 샷이에요?,11
한 샷 반으로 해주세요,11
네 따뜻하게 해주시고 여기 라자냐있죠?,19
라자냐는 양이 많나요?,11
바닐라딜라이트 주세요,11
네 먹다가 혹시 밖으로 나가고싶으면 테이크아웃잔에 담아주세요?,0
애플그린씨 안에 계란들어있는거에요?,38
여기는 리필정책이 있네요?,11
할리스매장은 다 리필되는거에요?,88
여기 주차장공용이죠?,88
유로드립이 우리 일반적으로 마시는 것보다 순해요?,57
샷은 몇 개나 추가되는 거예요?,11
여기 딸기 주스는 없어요?,11
생딸기 주스 없어요?,11
큐브라떼도 커피인가요?,11
큐브라떼는 맛이 좀 강해요?,11
유로드립 한 잔 하구요 카푸치노 주세요,11
네,0
삼성페이 결제 되나요?,0
테이크아웃잔은 안 되죠?,31
핸드폰은 조심해서 만져주세요,38
삼성페이가 안돼면 다른 카드로 계산할게요,72
사이드는 다콰즈 종류 외에는 없어요?,4
얼그레이하고 레몬차 중에서 좀 덜 단 맛이 나는건 어떤거죠?,11
여기 커피가 좀 맛이 강한가요?,11
혹시 좀 덜 진하게 할 수 있나요?,11
아인슈페너는 뭐죠?,19
아인슈페너 한 개랑 아메리카노 따뜻한거 하나 주세요,11
영수증 주세요,0
혹시 따뜻한 물 좀 얻을 수 있을까요?,47
유자차 따뜻한 거는 4500원이에요?,66
레몬유자차하고 유자차하고 차이점이 뭐예요?,24
얼그레이는 뭐예요?,11
생과일 주스는 어떤게 있어요?,11
자몽에이드는 너무 달지는 않죠?,11
자몽에이드하고 카푸치노 주세요,11
따뜻하게 주세요,0
적립되는 카드는 없어요?,0
스탬프도 없어요?,2
주차는 무료로 되는 거예요?,2
앞에 세워놨거든,57
여기서 먹을건데 왜 테이크아웃잔에 줘요?,57
진저라떼 생강이 들었어요?,38
커피에다가 생강을 넣나요?,11
케이크 같은건 없어요?,11
식혜는 얼마인데요?,11
아메리카노는 샷이 몇 개 들어가요?,24
아메리카노 원 샷으로 해주세요,11
영수증도 주세요,19
생긴지 얼마나 됐어요?,47
음료에 얼음 몇 개 넣어주세요,45
작은 사이즈 테이크아웃 아메리카노 얼마에요?,79
따뜻한 아메리카노 주세요,24
작은거는 얼마고 큰거는 얼마에요?,0
적립 같은건 안 해요?,24
적립 쿠폰 주세요,2
방문 쿠폰은 뭐예요?,2
영수증 좀 주세요,2
여기는 프랜차이즈에요?,47
몇 시까지 해요?,94
아침에는 몇 시에 열어요?,33
프랜차이즈에요?,33
메뉴는 누가 만드는 거예요?,94
말린 과일은 설탕을 넣은 거예요?,11
말린 과일은 다 2000원씩이에요?,11
생긴지 얼마나 됐어요?,24
테이크아웃하면 싸게 해주는거 없어요?,45
베니스카푸치노랑 바닐라카푸치노랑 뭐가 달라요?,59
일반 카푸치노 따듯하게 하나 해주실래요?,11
카드해도 돼요?,0
4668 회원 등록되어 있나 봐주실래요?,53
아그로타타마는 무슨 뜻이에요?,2
영수증 좀 주실래요?,11
바닐라 라떼는 일반 라떼랑 다르죠?,47
오후에는 가게 앞에 주차해도 되나요?,11
에이드 다 생과일로 해주나요?,57
레몬에이드 한 잔은 얼마에요?,11
아메리카노 있어요?,24
아메리카노 한 잔 주세요,11
네 따뜻한거 주세요,0
라떼 종류는 다 우유가 들어가는 건가요?,0
쿠폰 없어요?,11
과일 주스는 생과일이에요?,2
블루베리 주스 한 잔 주세요,11
적립은 없어요?,11
컵 빙수도 지금 하나요?,2
아메리카노 제일 작은 사이즈로 3개 주세요,42
아이스로 주세요,0
넣지 말고 주세요,0
네 캐리어 주세요,0
쿠폰 도장 찍어주나요?,26
땅콩 카라멜 라떼는 땅콩이 들어가나요?,2
브이적힌 건 뭡니까?,11
여기는 체인인가요?,25
카라멜 마끼야또에도 우유 들어가나요?,110
우유가 안들어간 거는 있나요?,11
아메리카노 레귤러 사이즈 하나 주세요,11
네 따뜻하게요,0
체크카드로 할게요,0
네 여기는 포인트 할인은 없나요?,4
뜨거워서 얼음3개만 넣어주세요,59
이거 처음 나올때 몇도입니까?,52
배달도 되나요?,111
마카롱은 여기서 만드나요?,17
가격은?,112
인터넷판매도 하나요?,24
sns는 어디로 들어가면 되나요?,113
커피 주세요,113
아메리카노 한잔 주세요,0
카푸치노도 되나요?,11
카드로 할게요,11
뚜껑 닫지 말아주세요,4
영업은 몇시까지 하시나요?,114
커피는 로스팅 된 거를 쓰시나요?,33
여기에 시나몬 가루 뿌릴 수 있나요?,11
카페모카랑 카푸치노랑 어떻게 달라요?,115
치즈케이크도 있어요,11
치즈케이크은 얼마에요?,11
치즈케이크 하나 주세요,24
포인트 적립있어요?,0
따듯한 물 한잔 있어요?,2
커피찌꺼기 남은 거 있어요,66
대만 샌드위치가 뭐에요?,116
여기는 텀블러가지고 오면 할인되나요?,11
전부 과일 인가요?,30
커피도 있어요?,11
덜 찬 건?,11
우유를 들어간 메뉴 있나요?,11
얼음 안들어가는 건?,11
생딸기쥬스 작은 거 하나 주세요,11
네 주세요,0
네,4
포인트 적립도 있어요?,26
사이즈는 한 가지 인가요?,2
벤티가 어떤 거죠?,25
체인점이죠,25
아메리카노 작은 사이즈로 주세요,110
투 샷 들어가나요?,0
원 샷으로 주세요,117
네 따뜻한 걸로요,19
컵은 작은거 없나요?,0
네 그걸로 주시고 적립되나요?,25
적립 어떻게 해요?,2
영수증 좀 주세요,2
커피를 캔에 담아주시는건가요?,47
캔에 하면 가격은?,11
메뉴 다 되는 건가요?,118
테이크아웃하면 할인 되나요?,11
텀블러는 할인되고?,107
한 샷 반 돼요?,30
아메리카노 한샷 반 주세요,117
핫으로 주세요,0
쿠폰은 10개하면 1개 무료에요?,0
영수증 주세요,2
커피종류는 어떤 거 있어요,47
일반 커피하고 비엔나 커피랑 뭐가 달라요?,11
슈가는?,11
어떤 게 잘나가요?,11
아니요,119
원산지는 어디 꺼죠?,8
달지 않은 음료로 과일주스는 있나요?,120
생과일인가요?,11
애플망고 주스는 가격이 얼마에요?,11
텀블러가지고 오면 할인은 되나요?,24
할인 카드는 따로 없나요?,30
오픈한 지 얼마 안됐죠?,59
몇 시부터 몇 시까지 영업해요?,72
아메리카노 한 잔 주세요,33
따뜻한 걸로 주세요,0
포장해주세요,0
네 쿠폰 주세요,121
진하게 주시고 컵도 큰 컵으로 가능한가요?,2
아니요 화장실은 어디 이용해요?,25
토요일 일요일도 영업하세요?,10
어떤 게 잘나가요?,92
샷은 몇 개 들어가요?,119
샷 추가 시 추가요금 있나요?,117
따뜻한 음료는 커피 말고 어떤 거 있어요?,122
여기선 어떤 게 잘나가요?,11
사이즈는 세 가지 있어요?,119
가격 차이 나겠네요,25
돌체라떼는 뭐에요?,24
아메리카노 먹다가 남으면 포장도 해주나요?,11
컵 비용 따로 추가되진 않죠?,38
아메리카노 한 잔 주세요,118
네 몇 시부터 몇 시까지 영업해요?,0
차기지고 오면 어디다 세워요?,33
커피는 원산지 어디에요?,57
화장실이 밖에 있어요?,120
